"RM Item Desc","Date","Amount (in Rs. Crore)","Prompts_Time1","Sequence"
"RM1.3) Bankers' deposits with RBI ","2002/08/16 00:00:00","70090","2002 -08-16","1153"
"RM1.3) Bankers' deposits with RBI ","2002/08/23 00:00:00","72258","2002 -08-23","1153"
"RM1.3) Bankers' deposits with RBI ","2002/08/30 00:00:00","62474","2002 -08-30","1153"
"RM1.3) Bankers' deposits with RBI ","2002/09/06 00:00:00","81730","2002 -09-06","1153"
"RM1.3) Bankers' deposits with RBI ","2002/09/13 00:00:00","68346","2002 -09-13","1153"
"RM1.3) Bankers' deposits with RBI ","2002/09/20 00:00:00","72726","2002 -09-20","1153"
"RM1.3) Bankers' deposits with RBI ","2002/09/27 00:00:00","78072","2002 -09-27","1153"
"RM1.3) Bankers' deposits with RBI ","2002/10/04 00:00:00","71515","2002 -10-04","1153"
"RM1.3) Bankers' deposits with RBI ","2002/10/11 00:00:00","69902","2002 -10-11","1153"
"RM1.3) Bankers' deposits with RBI ","2002/10/18 00:00:00","66637","2002 -10-18","1153"
"RM1.3) Bankers' deposits with RBI ","2002/10/25 00:00:00","72192","2002 -10-25","1153"
"RM1.3) Bankers' deposits with RBI ","2002/11/01 00:00:00","86679","2002 -11-01","1153"
"RM1.3) Bankers' deposits with RBI ","2002/11/08 00:00:00","65778","2002 -11-08","1153"
"RM1.3) Bankers' deposits with RBI ","2002/11/15 00:00:00","73033","2002 -11-15","1153"
"RM1.3) Bankers' deposits with RBI ","2002/11/22 00:00:00","69087","2002 -11-22","1153"
"RM1.3) Bankers' deposits with RBI ","2002/11/29 00:00:00","71688","2002 -11-29","1153"
"RM1) Reserve Money (Liabilities/Components) ","2002/01/04 00:00:00","308738","2002 -01-04","1154"
"RM1) Reserve Money (Liabilities/Components) ","2002/01/11 00:00:00","311012","2002 -01-11","1154"
"RM1) Reserve Money (Liabilities/Components) ","2002/01/18 00:00:00","313026","2002 -01-18","1154"
"RM1) Reserve Money (Liabilities/Components) ","2002/01/25 00:00:00","317418","2002 -01-25","1154"
"RM1) Reserve Money (Liabilities/Components) ","2002/02/01 00:00:00","311911","2002 -02-01","1154"
"RM1) Reserve Money (Liabilities/Components) ","2002/02/08 00:00:00","324182","2002 -02-08","1154"
"RM1) Reserve Money (Liabilities/Components) ","2002/02/15 00:00:00","315806","2002 -02-15","1154"
"RM1) Reserve Money (Liabilities/Components) ","2002/02/22 00:00:00","320250","2002 -02-22","1154"
"RM1) Reserve Money (Liabilities/Components) ","2002/03/01 00:00:00","323359","2002 -03-01","1154"
"RM1) Reserve Money (Liabilities/Components) ","2002/03/08 00:00:00","322498","2002 -03-08","1154"
"RM1) Reserve Money (Liabilities/Components) ","2002/03/15 00:00:00","329919","2002 -03-15","1154"
"RM1) Reserve Money (Liabilities/Components) ","2002/03/22 00:00:00","322100","2002 -03-22","1154"
"RM1) Reserve Money (Liabilities/Components) ","2002/03/29 00:00:00","333456","2002 -03-29","1154"
"RM1) Reserve Money (Liabilities/Components) ","2002/04/05 00:00:00","322577","2002 -04-05","1154"
"RM1) Reserve Money (Liabilities/Components) ","2002/04/12 00:00:00","333246","2002 -04-12","1154"
"RM1) Reserve Money (Liabilities/Components) ","2002/04/19 00:00:00","344009","2002 -04-19","1154"
"RM1) Reserve Money (Liabilities/Components) ","2002/04/26 00:00:00","336848","2002 -04-26","1154"
"RM1) Reserve Money (Liabilities/Components) ","2002/05/03 00:00:00","345722","2002 -05-03","1154"
"RM1) Reserve Money (Liabilities/Components) ","2002/05/10 00:00:00","345590","2002 -05-10","1154"
"RM1) Reserve Money (Liabilities/Components) ","2002/05/17 00:00:00","350024","2002 -05-17","1154"
"RM1) Reserve Money (Liabilities/Components) ","2002/05/24 00:00:00","350840","2002 -05-24","1154"
"RM1) Reserve Money (Liabilities/Components) ","2002/05/31 00:00:00","338618","2002 -05-31","1154"
"RM1) Reserve Money (Liabilities/Components) ","2002/06/07 00:00:00","342403","2002 -06-07","1154"
"RM1) Reserve Money (Liabilities/Components) ","2002/06/14 00:00:00","345068","2002 -06-14","1154"
"RM1) Reserve Money (Liabilities/Components) ","2002/06/21 00:00:00","341901","2002 -06-21","1154"
"RM1) Reserve Money (Liabilities/Components) ","2002/06/28 00:00:00","329120","2002 -06-28","1154"
"RM1) Reserve Money (Liabilities/Components) ","2002/07/05 00:00:00","343272","2002 -07-05","1154"
"RM1) Reserve Money (Liabilities/Components) ","2002/07/12 00:00:00","350724","2002 -07-12","1154"
"RM1) Reserve Money (Liabilities/Components) ","2002/07/19 00:00:00","332800","2002 -07-19","1154"
"RM1) Reserve Money (Liabilities/Components) ","2002/07/26 00:00:00","341714","2002 -07-26","1154"
"RM1) Reserve Money (Liabilities/Components) ","2002/08/02 00:00:00","331913","2002 -08-02","1154"
"RM1) Reserve Money (Liabilities/Components) ","2002/08/09 00:00:00","341863","2002 -08-09","1154"
"RM1) Reserve Money (Liabilities/Components) ","2002/08/16 00:00:00","336415","2002 -08-16","1154"
"RM1) Reserve Money (Liabilities/Components) ","2002/08/23 00:00:00","336451","2002 -08-23","1154"
"RM1) Reserve Money (Liabilities/Components) ","2002/08/30 00:00:00","323872","2002 -08-30","1154"
"RM1) Reserve Money (Liabilities/Components) ","2002/09/06 00:00:00","346375","2002 -09-06","1154"
"RM1) Reserve Money (Liabilities/Components) ","2002/09/13 00:00:00","334064","2002 -09-13","1154"
"RM1) Reserve Money (Liabilities/Components) ","2002/09/20 00:00:00","335911","2002 -09-20","1154"
"RM1) Reserve Money (Liabilities/Components) ","2002/09/27 00:00:00","338272","2002 -09-27","1154"
"RM1) Reserve Money (Liabilities/Components) ","2002/10/04 00:00:00","334560","2002 -10-04","1154"
"RM1) Reserve Money (Liabilities/Components) ","2002/10/11 00:00:00","338104","2002 -10-11","1154"
"RM1) Reserve Money (Liabilities/Components) ","2002/10/18 00:00:00","335802","2002 -10-18","1154"
"RM1) Reserve Money (Liabilities/Components) ","2002/10/25 00:00:00","339162","2002 -10-25","1154"
"RM1) Reserve Money (Liabilities/Components) ","2002/11/01 00:00:00","356267","2002 -11-01","1154"
"RM1) Reserve Money (Liabilities/Components) ","2002/11/08 00:00:00","344618","2002 -11-08","1154"
"RM1) Reserve Money (Liabilities/Components) ","2002/11/15 00:00:00","350550","2002 -11-15","1154"
"RM1) Reserve Money (Liabilities/Components) ","2002/11/22 00:00:00","343271","2002 -11-22","1154"
"RM1) Reserve Money (Liabilities/Components) ","2002/11/29 00:00:00","342605","2002 -11-29","1154"
"RM1.3) Bankers' deposits with RBI ","2001/10/19 00:00:00","75408","2001 -10-19","1153"
"RM1.3) Bankers' deposits with RBI ","2001/10/26 00:00:00","73454","2001 -10-26","1153"
"RM1.3) Bankers' deposits with RBI ","2001/11/02 00:00:00","79894","2001 -11-02","1153"
"RM1.3) Bankers' deposits with RBI ","2001/11/09 00:00:00","64353","2001 -11-09","1153"
"RM1.3) Bankers' deposits with RBI ","2001/11/16 00:00:00","72678","2001 -11-16","1153"
"RM1.3) Bankers' deposits with RBI ","2001/11/23 00:00:00","64633","2001 -11-23","1153"
"RM1.3) Bankers' deposits with RBI ","2001/11/30 00:00:00","76692","2001 -11-30","1153"
"RM1.3) Bankers' deposits with RBI ","2001/12/07 00:00:00","65313","2001 -12-07","1153"
"RM1.3) Bankers' deposits with RBI ","2001/12/14 00:00:00","68934","2001 -12-14","1153"
"RM1.3) Bankers' deposits with RBI ","2001/12/21 00:00:00","67612","2001 -12-21","1153"
"RM1.3) Bankers' deposits with RBI ","2001/12/28 00:00:00","72521","2001 -12-28","1153"
"RM1) Reserve Money (Liabilities/Components) ","2001/12/07 00:00:00","310906","2001 -12-07","1154"
"RM1) Reserve Money (Liabilities/Components) ","2001/12/14 00:00:00","314891","2001 -12-14","1154"
"RM1) Reserve Money (Liabilities/Components) ","2001/12/21 00:00:00","311502","2001 -12-21","1154"
"RM1) Reserve Money (Liabilities/Components) ","2001/12/28 00:00:00","314510","2001 -12-28","1154"
"RM2.1.1) RBI's Claims on - Government (net)","2001/09/14 00:00:00","153778","2001 -09-14","1156"
"RM2.1.1) RBI's Claims on - Government (net)","2001/09/21 00:00:00","152030","2001 -09-21","1156"
"RM2.1.1) RBI's Claims on - Government (net)","2001/09/28 00:00:00","160240","2001 -09-28","1156"
"RM2.1.1) RBI's Claims on - Government (net)","2001/10/05 00:00:00","157370","2001 -10-05","1156"
"RM2.1.1) RBI's Claims on - Government (net)","2001/10/12 00:00:00","157758","2001 -10-12","1156"
"RM2.1.1) RBI's Claims on - Government (net)","2001/10/19 00:00:00","156545","2001 -10-19","1156"
"RM2.1.1) RBI's Claims on - Government (net)","2001/10/26 00:00:00","156006","2001 -10-26","1156"
"RM2.1.1) RBI's Claims on - Government (net)","2001/11/02 00:00:00","163404","2001 -11-02","1156"
"RM2.1.1) RBI's Claims on - Government (net)","2001/11/09 00:00:00","152334","2001 -11-09","1156"
"RM2.1.1) RBI's Claims on - Government (net)","2001/11/16 00:00:00","164082","2001 -11-16","1156"
"RM2.1.1) RBI's Claims on - Government (net)","2001/11/23 00:00:00","149977","2001 -11-23","1156"
"RM2.1.1) RBI's Claims on - Government (net)","2001/11/30 00:00:00","163101","2001 -11-30","1156"
"RM2.1.1) RBI's Claims on - Government (net)","2001/12/07 00:00:00","151316","2001 -12-07","1156"
"RM2.1.1) RBI's Claims on - Government (net)","2001/12/14 00:00:00","155689","2001 -12-14","1156"
"RM2.1.1) RBI's Claims on - Government (net)","2001/12/21 00:00:00","146861","2001 -12-21","1156"
"RM2.1.1) RBI's Claims on - Government (net)","2001/12/28 00:00:00","147984","2001 -12-28","1156"
"RM2.1.1.1) RBI's Claims on - Central Govt","2001/09/14 00:00:00","","2001 -09-14","1157"
"RM2.1.1.1) RBI's Claims on - Central Govt","2001/09/21 00:00:00","","2001 -09-21","1157"
"RM2.1.1.1) RBI's Claims on - Central Govt","2001/09/28 00:00:00","","2001 -09-28","1157"
"RM2.1.1.1) RBI's Claims on - Central Govt","2001/10/05 00:00:00","","2001 -10-05","1157"
"RM2.1.1.1) RBI's Claims on - Central Govt","2001/10/12 00:00:00","","2001 -10-12","1157"
"RM2.1.1.1) RBI's Claims on - Central Govt","2001/10/19 00:00:00","","2001 -10-19","1157"
"RM2.1.1.1) RBI's Claims on - Central Govt","2001/10/26 00:00:00","","2001 -10-26","1157"
"RM2.1.1.1) RBI's Claims on - Central Govt","2001/11/02 00:00:00","","2001 -11-02","1157"
"RM2.1.1.1) RBI's Claims on - Central Govt","2001/11/09 00:00:00","","2001 -11-09","1157"
"RM2.1.1.1) RBI's Claims on - Central Govt","2001/11/16 00:00:00","","2001 -11-16","1157"
"RM2.1.1.1) RBI's Claims on - Central Govt","2001/11/23 00:00:00","","2001 -11-23","1157"
"RM2.1.1.1) RBI's Claims on - Central Govt","2001/11/30 00:00:00","","2001 -11-30","1157"
"RM2.1.1.1) RBI's Claims on - Central Govt","2001/12/07 00:00:00","","2001 -12-07","1157"
"RM2.1.1.1) RBI's Claims on - Central Govt","2001/12/14 00:00:00","","2001 -12-14","1157"
"RM2.1.1.1) RBI's Claims on - Central Govt","2001/12/21 00:00:00","","2001 -12-21","1157"
"RM2.1.1.1) RBI's Claims on - Central Govt","2001/12/28 00:00:00","","2001 -12-28","1157"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2001/09/14 00:00:00","21002","2001 -09-14","1158"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2001/09/21 00:00:00","21626","2001 -09-21","1158"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2001/09/28 00:00:00","20224","2001 -09-28","1158"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2001/10/12 00:00:00","21159","2001 -10-12","1158"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2001/10/19 00:00:00","22924","2001 -10-19","1158"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2001/11/02 00:00:00","22780","2001 -11-02","1158"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2001/11/09 00:00:00","19517","2001 -11-09","1158"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2001/11/16 00:00:00","18659","2001 -11-16","1158"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2001/11/23 00:00:00","20519","2001 -11-23","1158"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2001/11/30 00:00:00","17330","2001 -11-30","1158"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2001/12/07 00:00:00","21753","2001 -12-07","1158"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2001/12/14 00:00:00","19347","2001 -12-14","1158"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2001/12/21 00:00:00","23185","2001 -12-21","1158"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2001/12/28 00:00:00","25121","2001 -12-28","1158"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2001/09/14 00:00:00","11166","2001 -09-14","1159"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2001/09/21 00:00:00","11124","2001 -09-21","1159"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2001/09/28 00:00:00","10804","2001 -09-28","1159"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2001/10/12 00:00:00","12299","2001 -10-12","1159"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2001/10/19 00:00:00","11890","2001 -10-19","1159"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2001/11/02 00:00:00","12334","2001 -11-02","1159"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2001/11/09 00:00:00","10198","2001 -11-09","1159"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2001/11/16 00:00:00","10841","2001 -11-16","1159"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2001/11/23 00:00:00","11167","2001 -11-23","1159"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2001/11/30 00:00:00","9593","2001 -11-30","1159"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2001/12/07 00:00:00","11817","2001 -12-07","1159"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2001/12/14 00:00:00","10100","2001 -12-14","1159"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2001/12/21 00:00:00","12581","2001 -12-21","1159"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2001/12/28 00:00:00","14292","2001 -12-28","1159"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2001/09/14 00:00:00","9836","2001 -09-14","1162"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2001/09/21 00:00:00","10502","2001 -09-21","1162"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2001/09/28 00:00:00","9420","2001 -09-28","1162"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2001/10/05 00:00:00","7703","2001 -10-05","1162"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2001/10/12 00:00:00","8860","2001 -10-12","1162"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2001/10/19 00:00:00","11034","2001 -10-19","1162"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2001/10/26 00:00:00","10564","2001 -10-26","1162"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2001/11/02 00:00:00","10446","2001 -11-02","1162"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2001/11/09 00:00:00","9319","2001 -11-09","1162"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2001/11/16 00:00:00","7818","2001 -11-16","1162"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2001/11/23 00:00:00","9352","2001 -11-23","1162"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2001/11/30 00:00:00","7737","2001 -11-30","1162"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2001/12/07 00:00:00","9936","2001 -12-07","1162"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2001/12/14 00:00:00","9247","2001 -12-14","1162"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2001/12/21 00:00:00","10604","2001 -12-21","1162"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2001/12/28 00:00:00","10829","2001 -12-28","1162"
"RM2.2) Net foreign exchange assets of RBI ","2001/09/14 00:00:00","215833","2001 -09-14","1163"
"RM2.2) Net foreign exchange assets of RBI ","2001/09/21 00:00:00","214344","2001 -09-21","1163"
"RM2.2) Net foreign exchange assets of RBI ","2001/09/28 00:00:00","214028","2001 -09-28","1163"
"RM2.2) Net foreign exchange assets of RBI ","2001/10/12 00:00:00","216706","2001 -10-12","1163"
"RM2.2) Net foreign exchange assets of RBI ","2001/11/02 00:00:00","218609","2001 -11-02","1163"
"RM2.2) Net foreign exchange assets of RBI ","2001/11/09 00:00:00","222083","2001 -11-09","1163"
"RM2.2) Net foreign exchange assets of RBI ","2001/11/16 00:00:00","223086","2001 -11-16","1163"
"RM2.2) Net foreign exchange assets of RBI ","2001/11/23 00:00:00","223954","2001 -11-23","1163"
"RM2.2) Net foreign exchange assets of RBI ","2001/11/30 00:00:00","224988","2001 -11-30","1163"
"RM2.2) Net foreign exchange assets of RBI ","2001/12/07 00:00:00","225375","2001 -12-07","1163"
"RM2.2) Net foreign exchange assets of RBI ","2001/12/14 00:00:00","228990","2001 -12-14","1163"
"RM2.2) Net foreign exchange assets of RBI ","2001/12/21 00:00:00","229647","2001 -12-21","1163"
"RM2.2) Net foreign exchange assets of RBI ","2001/12/28 00:00:00","232111","2001 -12-28","1163"
"RM2.3) Govt't currency liabilities to the public ","2001/12/07 00:00:00","5993","2001 -12-07","1164"
"RM2.3) Govt't currency liabilities to the public ","2001/12/14 00:00:00","5993","2001 -12-14","1164"
"RM2.3) Govt't currency liabilities to the public ","2001/12/21 00:00:00","5993","2001 -12-21","1164"
"RM2.3) Govt't currency liabilities to the public ","2001/12/28 00:00:00","6077","2001 -12-28","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2001/12/07 00:00:00","93531","2001 -12-07","1165"
"RM2.4) Net non-monetary liabilities of RBI ","2001/12/14 00:00:00","95128","2001 -12-14","1165"
"RM2.4) Net non-monetary liabilities of RBI ","2001/12/21 00:00:00","94184","2001 -12-21","1165"
"RM2.4) Net non-monetary liabilities of RBI ","2001/12/28 00:00:00","96783","2001 -12-28","1165"
"RM1.1) Currency in circulation -Total ","2002/01/04 00:00:00","241182","2002 -01-04","1150"
"RM1.1) Currency in circulation -Total ","2002/01/11 00:00:00","243561","2002 -01-11","1150"
"RM1.1) Currency in circulation -Total ","2002/01/18 00:00:00","243595","2002 -01-18","1150"
"RM1.1) Currency in circulation -Total ","2002/01/25 00:00:00","241564","2002 -01-25","1150"
"RM1.1) Currency in circulation -Total ","2002/02/01 00:00:00","241017","2002 -02-01","1150"
"RM1.1) Currency in circulation -Total ","2002/02/08 00:00:00","246327","2002 -02-08","1150"
"RM1.1) Currency in circulation -Total ","2002/02/15 00:00:00","247949","2002 -02-15","1150"
"RM1.1) Currency in circulation -Total ","2002/02/22 00:00:00","247583","2002 -02-22","1150"
"RM1.1) Currency in circulation -Total ","2002/03/01 00:00:00","247209","2002 -03-01","1150"
"RM1.1) Currency in circulation -Total ","2002/03/08 00:00:00","251853","2002 -03-08","1150"
"RM1.1) Currency in circulation -Total ","2002/03/15 00:00:00","252836","2002 -03-15","1150"
"RM1.1) Currency in circulation -Total ","2002/03/22 00:00:00","251605","2002 -03-22","1150"
"RM1.1) Currency in circulation -Total ","2002/03/29 00:00:00","251519","2002 -03-29","1150"
"RM1.1) Currency in circulation -Total ","2002/04/05 00:00:00","254992","2002 -04-05","1150"
"RM1.1) Currency in circulation -Total ","2002/04/12 00:00:00","260052","2002 -04-12","1150"
"RM1.1) Currency in circulation -Total ","2002/04/19 00:00:00","260992","2002 -04-19","1150"
"RM1.1) Currency in circulation -Total ","2002/04/26 00:00:00","260781","2002 -04-26","1150"
"RM1.1) Currency in circulation -Total ","2002/05/03 00:00:00","264456","2002 -05-03","1150"
"RM1.1) Currency in circulation -Total ","2002/05/10 00:00:00","269553","2002 -05-10","1150"
"RM1.1) Currency in circulation -Total ","2002/05/17 00:00:00","270333","2002 -05-17","1150"
"RM1.1) Currency in circulation -Total ","2002/05/24 00:00:00","269058","2002 -05-24","1150"
"RM1.1) Currency in circulation -Total ","2002/05/31 00:00:00","267324","2002 -05-31","1150"
"RM1.1) Currency in circulation -Total ","2002/06/07 00:00:00","271722","2002 -06-07","1150"
"RM1.1) Currency in circulation -Total ","2002/06/14 00:00:00","271376","2002 -06-14","1150"
"RM1.1) Currency in circulation -Total ","2002/06/21 00:00:00","268480","2002 -06-21","1150"
"RM1.1) Currency in circulation -Total ","2002/06/28 00:00:00","265607","2002 -06-28","1150"
"RM1.1) Currency in circulation -Total ","2002/07/05 00:00:00","267650","2002 -07-05","1150"
"RM1.1) Currency in circulation -Total ","2002/07/12 00:00:00","267900","2002 -07-12","1150"
